Doc_ID,Line_Length,Line_Words,Number_of_Lines,Inline_space_tab,Indent_space_tab,number_of_spaces,number_of_underscores,identifiers_with_underscore,Number_of_Identifiers,Number_of_keywords,Programmer
Doc_66,"(LL_28, 2), (LL_52, 1), (LL_18, 1), (LL_15, 1), (LL_38, 1), (LL_57, 1), (LL_45, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 3), (IS_4, 1), (IS_5, 1), (IS_0, 1)","(IN_0, 8)",42,11,"(Circuit_1, 1), (Circuit_2, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7), ","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_6
Doc_67,"(LL_28, 2), (LL_52, 1), (LL_18, 1), (LL_15, 1), (LL_38, 1), (LL_57, 1), (LL_45, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 3), (IS_4, 1), (IS_5, 1), (IS_0, 1)","(IN_0, 8)",42,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7), ","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_6
Doc_68,"(LL_28, 1), (LL_52, 1), (LL_30, 1), (LL_20, 1), (LL_15, 1), (LL_40, 1), (LL_59, 1), (LL_46, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 3), (IS_4, 1), (IS_5, 1), (IS_0, 1), (IT_0, 6), (IT_2, 2)","(IN_0, 8)",46,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7), ","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_6
Doc_69,"(LL_33, 1), (LL_42, 2), (LL_10, 1), (LL_18, 1), (LL_1, 4), (LL_42, 1), (LL_6, 1), (LL_15, 2), (LL_14, 15), (LL_9, 1), (LL_13, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 3), (IS_4, 1), (IS_5, 1), (IS_0, 1), (IT_0, 6), (IT_2, 2)","(IN_0, 8)",46,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7), ","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_6
Doc_70,"(LL_33, 1), (LL_43, 1), (LL_15, 1), (LL_23, 1), (LL_5, 1), (LL_47, 1), (LL_6, 4), (LL_11, 1), (LL_20, 2), (LL_19, 15), (LL_14, 1), (LL_18, 1)","(LW_5, 19), (LW_8, 1), (LW_2, 1), (LW_0, 5), (LW_6, 1), (LW_1, 3)",30,"(IS_2, 1), (IS_5, 2), (IS_1, 2), (IS_4, 1), (IS_0, 19), (IT_0, 8), (IT_6, 1), (IT_5, 16)","(IN_0, 9), (IN_1, 16)",120,4,"(UDP_Majority_4, 2)","(z, 2), (a, 2), (b, 2), (c, 2), (d, 2), (A, 1), (B, 1), (C, 1), (D, 1), (Z, 1), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_6
Doc_71,"(LL_33, 1), (LL_43, 1), (LL_15, 1), (LL_23, 1), (LL_5, 1), (LL_48, 1), (LL_6, 4), (LL_11, 1), (LL_20, 2), (LL_19, 15), (LL_14, 1), (LL_18, 1)","(LW_5, 19), (LW_8, 1), (LW_2, 1), (LW_0, 5), (LW_6, 1), (LW_1, 3)",30,"(IS_2, 1), (IS_5, 2), (IS_1, 2), (IS_4, 1), (IS_0, 19), (IT_0, 8), (IT_6, 1), (IT_5, 16)","(IN_0, 2), (IN_5, 7), (IN_6, 16)",259,4,"(UDP_Majority_4, 2)","(z, 2), (a, 2), (b, 2), (c, 2), (d, 2), (A, 1), (B, 1), (C, 1), (D, 1), (Z, 1), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_6
Doc_72,"(LL_33, 1), (LL_40, 1), (LL_15, 2), (LL_23, 1), (LL_5, 1), (LL_48, 1), (LL_6, 4), (LL_11, 1), (LL_20, 2), (LL_19, 15), (LL_14, 1)","(LW_5, 19), (LW_8, 1), (LW_2, 1), (LW_0, 5), (LW_6, 1), (LW_1, 3)",30,"(IS_2, 1), (IS_5, 2), (IS_1, 2), (IS_4, 1), (IS_0, 19), (IT_0, 8), (IT_6, 1), (IT_5, 16)","(IN_0, 2), (IN_5, 7), (IN_6, 16)",259,4,"(UDP_Majority_4, 2)","(z, 2), (a, 2), (b, 2), (c, 2), (d, 2), (A, 1), (B, 1), (C, 1), (D, 1), (Z, 1), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_6
Doc_73,"(LL_28, 1), (LL_36, 1), (LL_16, 2), (LL_34, 1), (LL_1, 1), (LL_24, 1), (LL_22, 1), (LL_21, 4), (LL_25, 1), (LL_19, 1), (LL_23, 1), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 1), (LW_6, 3), (LW_1, 1)",16,"(IS_2, 7), (IS_6, 2), (IS_1, 2), (IS_3, 3), (IS_0, 1), (IT_0, 3), (IT_1, 12)","(IN_0, 3), (IN_1, 12)",61,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 3), (T6, 3), (T7, 3), (and1, 1), (or1, 1), (and2, 2), (and3, 1), (or2, 1), (not1, 1), (and4, 1), (or3, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_7
Doc_74,"(LL_28, 1), (LL_52, 1), (LL_30, 1), (LL_17, 1), (LL_1, 1), (LL_45, 1), (LL_75, 1), (LL_56, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_8, 1), (IS_0, 2), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IT_0, 6), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",64,11,"(Circuit_1, 1), (Circuit_2, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_7
Doc_75,"(LL_28, 1), (LL_52, 1), (LL_30, 1), (LL_17, 1), (LL_1, 1), (LL_45, 1), (LL_75, 1), (LL_56, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_8, 1), (IS_0, 2), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IT_0, 6), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",64,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_7
Doc_76,"(LL_28, 1), (LL_52, 1), (LL_30, 1), (LL_17, 1), (LL_1, 1), (LL_45, 1), (LL_77, 1), (LL_56, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_8, 1), (IS_0, 2), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IT_0, 6), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",64,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_7
Doc_77,"(LL_28, 1), (LL_52, 1), (LL_30, 1), (LL_17, 1), (LL_1, 1), (LL_46, 1), (LL_78, 1), (LL_57, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_8, 1), (IS_0, 2), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IT_0, 6), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",64,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_7
Doc_78,"(LL_28, 1), (LL_52, 1), (LL_30, 1), (LL_21, 1), (LL_1, 1), (LL_46, 1), (LL_78, 1), (LL_57, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_8, 1), (IS_4, 1), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IS_0, 1), (IT_0, 6), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",68,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_7
Doc_79,"(LL_28, 1), (LL_52, 1), (LL_30, 1), (LL_20, 1), (LL_1, 1), (LL_46, 1), (LL_78, 1), (LL_57, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_8, 1), (IS_3, 1), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IS_0, 1), (IT_0, 6), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",67,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_7
Doc_80,"(LL_33, 1), (LL_42, 1), (LL_11, 1), (LL_19, 1), (LL_1, 1), (LL_7, 1), (LL_40, 1), (LL_14, 16), (LL_10, 1), (LL_13, 1)","(LW_5, 18), (LW_7, 1), (LW_2, 1), (LW_0, 1), (LW_1, 3)",25,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 2), (IS_0, 3), (IS_8, 1), (IS_5, 15), (IT_0, 22), (IT_2, 1), (IT_1, 1)","(IN_0, 4), (IN_1, 20)",123,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), Column, 1), (header, 1), (comment, 1), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_7
Doc_81,"(LL_27, 1), (LL_44, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_3, 1), (LL_1, 2), (LL_8, 1), (LL_49, 1), (LL_40, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 3), (LW_1, 2), (LW_8, 1), (LW_6, 1)",13,"(IS_2, 1), (IS_1, 2), (IS_0, 6), (IS_6, 1), (IS_5, 1), (IT_0, 7), (IT_2, 3), (IT_1, 1)","(IN_0, 4), (IN_1, 5), (IN_2, 2)",31,4,"(sum_diff, 4)","(sum_diff, 4), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2), (1, 1), (carray, 1)","(module, 1), (output, 2), (input, 2), (always, 1), (if, 1), (assign, 2), (else, 1), (endmodule, 1)",Prog_7
Doc_82,"(LL_27, 1), (LL_44, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_1, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_1, 2), (IS_0, 4), (IS_7, 1), (IT_0, 4), (IT_2, 3), (IT_1, 1)","(IN_0, 3), (IN_1, 5)",23,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_7
Doc_83,"(LL_27, 1), (LL_48, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_1, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_5, 1), (IS_1, 1), (IS_0, 4), (IS_7, 1), (IT_0, 4), (IT_2, 3), (IT_1, 1)","(IN_0, 3), (IN_1, 5)",27,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_7
Doc_84,"(LL_27, 1), (LL_48, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_1, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_5, 1), (IS_1, 1), (IS_0, 4), (IS_7, 1), (IT_0, 4), (IT_2, 3), (IT_1, 1)","(IN_0, 3), (IN_1, 5)",27,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_7
Doc_85,"(LL_26, 2), (LL_13, 1), (LL_11, 1), (LL_1, 1), (LL_15, 2), (LL_9, 1), (LL_19, 1), (LL_10, 1)","(LW_5, 2), (LW_3, 1), (LW_2, 2), (LW_0, 1), (LW_4, 3), (LW_1, 1)",10,"(IS_2, 4), (IS_4, 1), (IS_1, 2), (IS_3, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 6)",23,0,0,"(A, 4), (B, 4), (Y, 4), (5, 2), (0, 2)","(module, 1), (output, 1), (input, 1), (assign, 1), (endmodule, 1)",Prog_7
Doc_86,"(LL_26, 2), (LL_19, 3), (LL_21, 2), (LL_2, 1), (LL_22, 1), (LL_7, 1), (LL_20, 3), (LL_15, 1), (LL_14, 5), (LL_5, 1), (LL_10, 1)","(LW_5, 4), (LW_0, 1), (LW_6, 7), (LW_1, 3), (LW_4, 6)",21,"(IS_2, 1), (IS_4, 2), (IS_3, 8), (IS_0, 3), (IS_1, 6)","(IN_0, 3), (IN_1, 17)",58,0,0,"(A, 9), (B, 9), (Y, 15), (3, 3), (0, 10), (reg, 1), (5, 3), (1, 8), (4, 2), (2, 2)","(module, 1), (input, 1), (output, 1), (always, 1), (or, 2), (begin, 1), (if, 6), (else, 6), (end, 1), (endmodule, 1)",Prog_7
Doc_87,"(LL_28, 1), (LL_36, 1), (LL_16, 2), (LL_34, 1), (LL_1, 3), (LL_23, 1), (LL_22, 2), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_21, 1), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 3), (LW_6, 3), (LW_1, 1)",18,"(IS_2, 2), (IS_6, 1), (IS_3, 2), (IS_7, 1), (IS_5, 3), (IS_4, 5), (IS_0, 1)","(IN_0, 3), (IN_1, 12)",70,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (t1, 3), (t2, 3), (t3, 3), (t4, 3), (t5, 3), (t6, 3), (t7, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_8
Doc_88,"(LL_28, 1), (LL_52, 2), (LL_32, 1), (LL_22, 1), (LL_1, 1), (LL_81, 1), (LL_58, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 1), (IS_4, 1), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 3), (IN_4, 5)",80,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_8
Doc_89,"(LL_33, 1), (LL_42, 1), (LL_14, 1), (LL_19, 1), (LL_1, 1), (LL_10, 1), (LL_26, 1), (LL_27, 16), (LL_13, 1)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_0, 1), (LW_1, 3)",25,"(IS_2, 1), (IS_6, 1), (IS_1, 2), (IS_0, 3), (IS_17, 1), (IS_15, 16)","(IN_0, 4), (IN_4, 20)",347,4,"(UDP_Majority_4, 2)","(z, 2), (a, 2), (b, 2), (c, 2), (d, 2), (A, 1), (B, 1), (C, 1), (D, 1), (Z, 1), (1, 37), (0, 43)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_8
Doc_90,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_30, 1), (LL_33, 2), (LL_42, 2), (LL_13, 1), (LL_6, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 3), (LW_0, 4), (LW_3, 1), (LW_6, 2), (LW_1, 2)",17,"(IS_2, 4), (IS_7, 2), (IS_4, 2), (IS_5, 2), (IS_9, 2), (IS_0, 2)","(IN_0, 3), (IN_4, 7), (IN_8, 4)",122,3,"(sum_diff, 3)","(3, 2), (0, 2), (sum_diff, 3), (carry, 3), (A, 7), (B, 7), (select, 2)","(module, 1), (output, 2), (input, 2), (if, 1), (assign, 4), (else, 1), (endmodule, 1)",Prog_8
Doc_91,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_35, 1), (LL_33, 2), (LL_42, 2), (LL_13, 1), (LL_6, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 4), (LW_0, 4), (LW_6, 2), (LW_1, 2)",17,"(IS_2, 4), (IS_7, 2), (IS_4, 1), (IS_6, 1), (IS_5, 2), (IS_9, 2), (IS_0, 2)","(IN_0, 3), (IN_4, 7), (IN_8, 4)",124,3,"(sum_diff, 3)","(3, 2), (0, 2), (sum_diff, 3), (carry, 3), (A, 7), (B, 7), (select, 2)","(module, 1), (output, 2), (input, 2), (if, 1), (assign, 4), (else, 1), (endmodule, 1)",Prog_8
Doc_92,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_28, 1), (LL_10, 3), (LL_33, 2), (LL_42, 2), (LL_8, 2), (LL_9, 1), (LL_5, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 3), (LW_0, 3), (LW_3, 1), (LW_1, 6), (LW_6, 2)",20,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_3, 1), (IS_0, 6), (IS_5, 2), (IS_9, 2)","(IN_0, 3), (IN_4, 10), (IN_8, 4)",131,3,"(sum_diff, 3)","(3, 2), (0, 2), (sum_diff, 3), (carry, 3), (A, 7), (B, 7), (select, 2)","(module, 1), (output, 2), (input, 2), (if, 1), (begin, 2), (assign, 4), (end, 2), (else, 1), (endmodule, 1)",Prog_8
Doc_93,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_33, 3), (LL_10, 3), (LL_42, 2), (LL_8, 2), (LL_9, 1), (LL_5, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 3), (LW_0, 3), (LW_1, 6), (LW_6, 2)",20,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_0, 6), (IS_5, 3), (IS_9, 2)","(IN_0, 3), (IN_4, 10), (IN_8, 4)",133,3,"(sum_diff, 3)","(3, 2), (0, 2), (sum_diff, 3), (carry, 3), (A, 7), (B, 7), (select, 2)","(module, 1), (output, 2), (input, 2), (if, 1), (begin, 2), (assign, 4), (end, 2), (else, 1), (endmodule, 1)",Prog_8
Doc_94,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_33, 3), (LL_10, 3), (LL_42, 2), (LL_8, 2), (LL_9, 1), (LL_5, 1)","(LW_5, 2), (LW_2, 2), (LW_4, 5), (LW_0, 3), (LW_1, 6), (LW_6, 2)",20,"(IS_2, 4), (IS_7, 1), (IS_4, 1), (IS_0, 6), (IS_5, 3), (IS_9, 2)","(IN_0, 3), (IN_4, 10), (IN_8, 4)",128,3,"(sum_diff, 3)","(3, 2), (0, 3), (sum_diff, 3), (carry, 3), (A, 7), (B, 7), (select, 2)","(module, 1), (output, 2), (input, 2), (if, 1), (begin, 2), (assign, 4), (end, 2), (else, 1), (endmodule, 1)",Prog_8
Doc_95,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_46, 1), (LL_38, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 1), (LW_0, 3), (LW_7, 1), (LW_6, 1), (LW_1, 1)",12,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_11, 1), (IS_9, 1), (IS_0, 1)","(IN_0, 3), (IN_4, 6)",72,2,"(sum_diff, 2)","(3, 2), (0, 2), (sum_diff, 2), (carry, 2), (A, 5), (B, 5), (select, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_8
Doc_96,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_46, 1), (LL_38, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 1), (LW_0, 3), (LW_7, 1), (LW_6, 1), (LW_1, 1)",12,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_11, 1), (IS_9, 1), (IS_0, 1)","(IN_0, 3), (IN_4, 6)",72,2,"(sum_diff, 2)","(3, 2), (0, 2), (sum_diff, 2), (carry, 2), (A, 5), (B, 5), (select, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_8
Doc_97,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_46, 1), (LL_38, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 1), (LW_0, 3), (LW_7, 1), (LW_6, 1), (LW_1, 1)",12,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_11, 1), (IS_9, 1), (IS_0, 1)","(IN_0, 3), (IN_4, 6)",72,2,"(sum_diff, 2)","(3, 2), (0, 2), (sum_diff, 2), (carry, 2), (A, 5), (B, 5), (select, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_8
Doc_98,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_46, 1), (LL_57, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 1), (LW_0, 3), (LW_7, 1), (LW_9, 1), (LW_1, 1)",12,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_11, 1), (IS_15, 1), (IS_0, 1)","(IN_0, 3), (IN_4, 6)",78,2,"(sum_diff, 2)","(3, 2), (0, 2), (sum_diff, 2), (carry, 2), (A, 6), (B, 6), (select, 3)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_8
Doc_99,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_29, 1), (LL_38, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 2), (LW_0, 3), (LW_6, 1), (LW_1, 1)",12,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_5, 1), (IS_9, 1), (IS_0, 1)","(IN_0, 3), (IN_4, 6)",66,2,"(sum_diff, 2)","(3, 2), (0, 2), (sum_diff, 2), (carry, 2), (A, 4), (B, 4), (select, 1)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_8
Doc_100,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 1), (LL_1, 2), (LL_29, 1), (LL_28, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 3), (LW_0, 3), (LW_1, 1)",12,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_5, 2), (IS_0, 1)","(IN_0, 3), (IN_4, 6)",62,2,"(sum_diff, 2)","(3, 2), (0, 2), (sum_diff, 2), (carry, 2), (A, 3), (B, 3), (select, 1)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_8
Doc_101,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 2), (LL_1, 2), (LL_28, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 2), (LW_3, 1), (LW_0, 3), (LW_1, 1)",12,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_3, 1), (IS_5, 1), (IS_0, 1)","(IN_0, 3), (IN_4, 6)",60,2,"(sum_diff, 2)","(3, 2), (0, 2), (sum_diff, 2), (carry, 2), (A, 3), (B, 2), (select, 1)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_8
